isin,year,bmg_cons,bmg_se_cons,bmg_yearly,bmg_se_yearly
AIG8111D1036,2015,0.866032302,1.786346674,-0.221370578,0.60031873
AIG8111D1036,2016,0.866032302,1.786346674,0.581063747,0.221748456
AN8068571086,2010,1.552368164,0.301880628,1.184362888,0.228491038
AN8068571086,2011,1.552368164,0.301880628,1.316424251,0.18785277
AN8068571086,2012,1.552368164,0.301880628,0.745080531,0.203138411
AN8068571086,2013,1.552368164,0.301880628,1.056385636,0.192328617
AN8068571086,2014,1.552368164,0.301880628,1.680735707,0.186081126
AN8068571086,2015,1.552368164,0.301880628,0.871778548,0.172397852
AN8068571086,2016,1.552368164,0.301880628,1.424284577,0.174951345
ANN6748L1027,2010,0.193495572,0.512783468,-0.056870326,0.291009367
ANN6748L1027,2011,0.193495572,0.512783468,-0.041219916,0.2508322
ANN6748L1027,2012,0.193495572,0.512783468,-0.244909614,0.257431179
ANN6748L1027,2013,0.193495572,0.512783468,0.036031686,0.265743375
ANN6748L1027,2014,0.193495572,0.512783468,0.355275452,0.276218802
ANN6748L1027,2015,0.193495572,0.512783468,0.387442589,0.238099813
ANN6748L1027,2016,0.193495572,0.512783468,0.066102229,0.23200731
AU00000088E2,2012,-1.686360598,2.027101278,0.400770992,0.681901097
AU00000088E2,2013,-1.686360598,2.027101278,0.314681441,0.633206844
AU00000088E2,2014,-1.686360598,2.027101278,1.04309082,0.665003181
AU00000088E2,2015,-1.686360598,2.027101278,-0.440112561,0.844153762
AU00000088E2,2016,-1.686360598,2.027101278,0.132598266,0.71097964
AU000000D132,2012,3.079346418,4.107751846,0.486917973,0.675514162
AU000000D132,2013,3.079346418,4.107751846,0.343851537,0.453030467
AU000000D132,2014,3.079346418,4.107751846,0.389679879,0.261056691
AU000000D132,2015,3.079346418,4.107751846,-0.173135415,0.37059921
AU000000D132,2016,3.079346418,4.107751846,0.426116079,0.768784583
AU000000M7T0,2010,2.645611763,1.778905511,0.226876885,0.141488031
AU000000M7T0,2011,2.645611763,1.778905511,-0.281487346,0.411894888
AU000000M7T0,2012,2.645611763,1.778905511,0.821734607,0.197170526
AU000000M7T0,2013,2.645611763,1.778905511,0.305232793,0.108326092
AU000000M7T0,2014,2.645611763,1.778905511,0.144220158,0.096183911
AU000000M7T0,2015,2.645611763,1.778905511,1.385359645,0.68451196
AU000000M7T0,2016,2.645611763,1.778905511,0.387389243,0.659656703
AU000000PLL5,2010,0.335898399,1.398901343,0.10136994,0.742336154
AU000000PLL5,2011,0.335898399,1.398901343,0.854489625,0.516671836
AU000000PLL5,2012,0.335898399,1.398901343,-0.3350541,0.65974015
AU000000PLL5,2013,0.335898399,1.398901343,-0.155164376,0.673688769
AU000000PLL5,2014,0.335898399,1.398901343,0.568882048,0.431350201
AU000000PLL5,2015,0.335898399,1.398901343,0.578877628,0.374112725
AU000000PLL5,2016,0.335898399,1.398901343,-0.168310866,0.576053441
AU000000RBO6,2010,0.280858904,1.398903251,-0.47276634,0.688851237
AU000000RBO6,2011,0.280858904,1.398903251,-0.658215344,0.591199398
AU000000RBO6,2012,0.280858904,1.398903251,-0.232940242,0.652677655
AU000000RBO6,2013,0.280858904,1.398903251,0.311415315,0.771043003
AU000000RBO6,2014,0.280858904,1.398903251,1.455375314,0.553110063
AU000000RBO6,2015,0.280858904,1.398903251,0.628079832,0.708277643
AU000000RBO6,2016,0.280858904,1.398903251,0.153745741,0.463993758
AU000000TEX7,2010,1.956739783,2.067989588,-0.337779671,0.721666157
AU000000TEX7,2011,1.956739783,2.067989588,0.359855056,0.701919198
AU000000TEX7,2012,1.956739783,2.067989588,0.729367137,0.774372041
AU000000TEX7,2013,1.956739783,2.067989588,0.502373159,0.740542352
AU000000TEX7,2014,1.956739783,2.067989588,-0.757948756,0.702234268
AU000000TEX7,2015,1.956739783,2.067989588,0.146951631,0.317379266
AU000000TEX7,2016,1.956739783,2.067989588,0.453391701,0.098727152
AU0000XINET1,2014,3.656124353,3.818690777,0.348529816,1.018659472
AU0000XINET1,2015,3.656124353,3.818690777,0.090406738,0.829525113
AU0000XINET1,2016,3.656124353,3.818690777,0.210027277,0.735217214
BMG0129K1045,2010,0.494754523,0.426408827,0.423464715,0.390230447
BMG0129K1045,2011,0.494754523,0.426408827,0.764725983,0.265534669
BMG0129K1045,2012,0.494754523,0.426408827,0.365835279,0.261046469
BMG0129K1045,2013,0.494754523,0.426408827,0.930057406,0.2634992
BMG0129K1045,2014,0.494754523,0.426408827,0.464380115,0.255598933
BMG0129K1045,2015,0.494754523,0.426408827,0.333190411,0.258956194
BMG0129K1045,2016,0.494754523,0.426408827,0.788561344,0.309467554
BMG0229R1088,2010,0.474672288,0.415913314,0.07146623,0.201029122
BMG0229R1088,2011,0.474672288,0.415913314,0.509813488,0.18325685
BMG0229R1088,2012,0.474672288,0.415913314,-0.092389829,0.193360344
BMG0229R1088,2013,0.474672288,0.415913314,0.206371561,0.1678195
BMG029951016,2010,0.681430876,0.566024423,0.372427821,0.229951248
BMG029951016,2011,0.681430876,0.566024423,0.512238204,0.269321561
BMG029951016,2012,0.681430876,0.566024423,-0.136556283,0.249464825
BMG029951016,2013,0.681430876,0.566024423,0.393978328,0.225636885
BMG0450A1053,2010,0.12202093,0.218441665,0.24781619,0.131776154
BMG0450A1053,2011,0.12202093,0.218441665,0.242646575,0.162514523
BMG0450A1053,2012,0.12202093,0.218441665,0.068287916,0.161762327
BMG0450A1053,2013,0.12202093,0.218441665,0.435939044,0.139501497
BMG0450A1053,2014,0.12202093,0.218441665,-0.022152616,0.122583494
BMG0450A1053,2015,0.12202093,0.218441665,0.157587305,0.119440079
BMG0450A1053,2016,0.12202093,0.218441665,-0.303775966,0.160990492
BMG0464B1072,2010,-0.364364356,0.30998376,0.328372568,0.20709151
BMG0464B1072,2011,-0.364364356,0.30998376,0.295883626,0.198713809
BMG0464B1072,2012,-0.364364356,0.30998376,0.115902327,0.19738248
BMG0464B1072,2013,-0.364364356,0.30998376,0.433449566,0.24477382
BMG0464B1072,2014,-0.364364356,0.30998376,-0.165024996,0.201404229
BMG0464B1072,2015,-0.364364356,0.30998376,-0.028547032,0.160068572
BMG0464B1072,2016,-0.364364356,0.30998376,0.128916651,0.206485361
BMG053841059,2010,0.026612865,0.256833494,0.315436959,0.172418311
BMG053841059,2011,0.026612865,0.256833494,0.400128633,0.173803523
BMG053841059,2012,0.026612865,0.256833494,0.212972328,0.183079332
BMG053841059,2013,0.026612865,0.256833494,0.155271992,0.142860264
BMG053841059,2014,0.026612865,0.256833494,0.080437988,0.172635883
BMG053841059,2015,0.026612865,0.256833494,-0.012764107,0.128970563
BMG053841059,2016,0.026612865,0.256833494,-0.000953288,0.172321409
BMG0585R1060,2010,-0.862490356,0.523434639,0.211280972,0.415578425
BMG0585R1060,2011,-0.862490356,0.523434639,0.547394753,0.349724084
BMG0585R1060,2012,-0.862490356,0.523434639,0.370356709,0.3479743
BMG0585R1060,2013,-0.862490356,0.523434639,0.814151108,0.362566531
BMG0585R1060,2014,-0.862490356,0.523434639,0.466013402,0.253928214
BMG0585R1060,2015,-0.862490356,0.523434639,0.511522293,0.233240098
BMG0585R1060,2016,-0.862490356,0.523434639,0.26187551,0.210413516
BMG0692U1099,2010,0.018793423,0.253829896,0.189969316,0.155259863
BMG0692U1099,2011,0.018793423,0.253829896,0.295005947,0.190897673
BMG0692U1099,2012,0.018793423,0.253829896,0.108828574,0.193310753
BMG0692U1099,2013,0.018793423,0.253829896,0.174338937,0.176249534
BMG0692U1099,2014,0.018793423,0.253829896,0.101319544,0.147843018
BMG0692U1099,2015,0.018793423,0.253829896,-0.099030666,0.171455204
BMG0692U1099,2016,0.018793423,0.253829896,-0.289480776,0.149313629
BMG0750C1082,2014,0.335758358,0.635143161,0.404898196,0.702573955
BMG0750C1082,2015,0.335758358,0.635143161,0.633117557,0.278903604
BMG0750C1082,2016,0.335758358,0.635143161,0.128290087,0.232371613
BMG0772R2087,2016,NA,NA,0.582218826,0.582021475
BMG100821401,2010,2.957750559,1.774459481,-0.473786503,0.265637368
BMG100821401,2011,2.957750559,1.774459481,0.406094968,0.411650747
BMG100821401,2012,2.957750559,1.774459481,-0.363853663,0.462224811
BMG100821401,2013,2.957750559,1.774459481,-0.636277437,0.403394729
BMG100821401,2014,2.957750559,1.774459481,0.117741898,0.556349158
BMG100821401,2015,2.957750559,1.774459481,-1.427034736,0.857144654
BMG100821401,2016,2.957750559,1.774459481,-1.219549656,1.010471106
BMG110261044,2010,1.051791549,1.165920258,-0.321861833,0.340819716
BMG110261044,2011,1.051791549,1.165920258,-0.484213918,0.344536692
BMG110261044,2012,1.051791549,1.165920258,0.733661473,0.374949545
BMG110261044,2013,1.051791549,1.165920258,0.300263584,0.45159936
BMG110261044,2014,1.051791549,1.165920258,0.047541644,0.390272468
BMG110261044,2015,1.051791549,1.165920258,0.197090179,0.341185838
BMG110261044,2016,1.051791549,1.165920258,-0.648936868,0.320012122
BMG1154H1079,2010,0.31034112,0.48935011,0.933692634,0.393788874
BMG1154H1079,2011,0.31034112,0.48935011,0.530273914,0.329574853
BMG1154H1079,2012,0.31034112,0.48935011,-0.050231278,0.401892185
BMG1154H1079,2013,0.31034112,0.48935011,0.952841222,0.342397928
BMG1154H1079,2014,0.31034112,0.48935011,0.769280255,0.274735689
BMG1154H1079,2015,0.31034112,0.48935011,0.020418391,0.23350969
BMG1154H1079,2016,0.31034112,0.48935011,1.011969924,0.289689928
BMG1190F1077,2013,1.411334515,0.489951372,-0.154171884,1.114198327
BMG1190F1077,2014,1.411334515,0.489951372,-0.090634063,0.267257959
BMG1190F1077,2015,1.411334515,0.489951372,0.163794905,0.160406098
BMG1190F1077,2016,1.411334515,0.489951372,0.027465945,0.19707495
BMG162491077,2013,-0.116353117,0.436210603,0.431120068,0.244594797
BMG162491077,2014,-0.116353117,0.436210603,0.274236232,0.161977693
BMG162491077,2015,-0.116353117,0.436210603,0.618277371,0.189544752
BMG162491077,2016,-0.116353117,0.436210603,0.473371208,0.189652145
BMG169621056,2010,0.070399791,0.353381723,0.952696562,0.273819149
BMG169621056,2011,0.070399791,0.353381723,0.587513149,0.154656634
BMG169621056,2012,0.070399791,0.353381723,0.32491833,0.183934569
BMG169621056,2013,0.070399791,0.353381723,0.338839531,0.208767295
BMG169621056,2014,0.070399791,0.353381723,0.015145275,0.199087083
BMG169621056,2015,0.070399791,0.353381723,0.260075152,0.189521283
BMG169621056,2016,0.070399791,0.353381723,0.434029073,0.270670652
BMG1925S1017,2010,-1.903782606,1.476018786,0.317158222,0.550099134
BMG1925S1017,2011,-1.903782606,1.476018786,0.179804221,0.570805848
BMG1925S1017,2012,-1.903782606,1.476018786,0.03086927,0.604771197
BMG1925S1017,2013,-1.903782606,1.476018786,0.223096803,0.739934862
BMG1925S1017,2014,-1.903782606,1.476018786,-1.609224081,0.669041216
BMG1925S1017,2015,-1.903782606,1.476018786,0.403651357,0.677376807
BMG1925S1017,2016,-1.903782606,1.476018786,-0.217452034,0.543698668
BMG2151A1036,2015,0.577562928,1.758082151,-0.321440339,0.689573586
BMG2151A1036,2016,0.577562928,1.758082151,-0.100983314,0.447027355
BMG2161L1072,2010,0.185998797,1.161127448,0.17550154,0.587551177
BMG2161L1072,2011,0.185998797,1.161127448,0.227661833,0.412535995
BMG2161L1072,2012,0.185998797,1.161127448,0.933492899,0.572884977
BMG2161L1072,2013,0.185998797,1.161127448,-0.312361389,0.546691656
BMG2161L1072,2014,0.185998797,1.161127448,0.159038141,0.47760129
BMG2161L1072,2015,0.185998797,1.161127448,0.015263758,0.463828504
BMG2161L1072,2016,0.185998797,1.161127448,-0.218115792,0.445025146
BMG2518W1038,2010,3.221502304,2.081715822,-0.9453426,0.782059669
BMG2518W1038,2011,3.221502304,2.081715822,-0.173267782,0.488124311
BMG2518W1038,2012,3.221502304,2.081715822,-0.007655517,0.455150813
BMG2518W1038,2013,3.221502304,2.081715822,0.115434416,0.363988787
BMG2660A1071,2010,1.628058076,1.049259305,-0.613128126,0.639404476
BMG2660A1071,2011,1.628058076,1.049259305,-0.183567852,0.367379665
BMG2660A1071,2012,1.628058076,1.049259305,1.201951146,0.574148357
BMG2660A1071,2013,1.628058076,1.049259305,-0.056735855,0.426085502
BMG2660A1071,2014,1.628058076,1.049259305,0.088017069,0.382930249
BMG2660A1071,2015,1.628058076,1.049259305,1.086145639,0.439606309
BMG2660A1071,2016,1.628058076,1.049259305,-0.015750781,0.196305469
BMG3075P1014,2010,0.027993277,0.342765272,0.52210623,0.227602705
BMG3075P1014,2011,0.027993277,0.342765272,0.338496953,0.249307752
BMG3075P1014,2012,0.027993277,0.342765272,0.005920166,0.239433408
BMG3075P1014,2013,0.027993277,0.342765272,0.023870589,0.224238738
BMG3075P1014,2014,0.027993277,0.342765272,0.447170496,0.20685786
BMG3075P1014,2015,0.027993277,0.342765272,-0.100387998,0.164963305
BMG3075P1014,2016,0.027993277,0.342765272,-0.113604113,0.192508578
BMG3164Q1015,2011,2.890577078,1.923999071,1.600640655,0.666388154
BMG3164Q1015,2012,2.890577078,1.923999071,1.462815523,0.440919608
BMG3164Q1015,2013,2.890577078,1.923999071,1.154857278,0.347670108
BMG3164Q1015,2014,2.890577078,1.923999071,2.632737875,0.400951892
BMG3164Q1015,2015,2.890577078,1.923999071,1.818983078,0.642347157
BMG3164Q1015,2016,2.890577078,1.923999071,2.737034321,1.137319088
BMG3198U1027,2013,-1.006115913,0.804619551,1.46015048,1.385732889
BMG3198U1027,2014,-1.006115913,0.804619551,0.524420202,0.322145134
BMG3198U1027,2015,-1.006115913,0.804619551,-0.047596164,0.218588278
BMG3198U1027,2016,-1.006115913,0.804619551,0.312518954,0.301655114
BMG3921A1751,2010,-3.282598257,2.981582642,0.802755415,0.376882553
BMG3921A1751,2011,-3.282598257,2.981582642,0.863331497,0.433346331
BMG396372051,2015,0.76374191,2.045533419,0.104134932,0.589956641
BMG396372051,2016,0.76374191,2.045533419,0.280611873,0.600542545
BMG4388N1065,2010,0.006013701,0.402584285,0.803900123,0.314992279
BMG4388N1065,2011,0.006013701,0.402584285,0.548942864,0.263070852
BMG4388N1065,2012,0.006013701,0.402584285,-0.021308839,0.236322537
BMG4388N1065,2013,0.006013701,0.402584285,0.358394742,0.220396444
BMG4388N1065,2014,0.006013701,0.402584285,0.598742664,0.299512088
BMG4388N1065,2015,0.006013701,0.402584285,0.480488926,0.267365158
BMG4388N1065,2016,0.006013701,0.402584285,0.357610494,0.240175828
BMG4453K1027,2010,-0.148019657,0.3570261,-0.27946043,0.323442876
BMG4453K1027,2011,-0.148019657,0.3570261,-0.322973013,0.233678237
BMG4453K1027,2012,-0.148019657,0.3570261,0.036450204,0.230048135
BMG4453K1027,2013,-0.148019657,0.3570261,-0.095651112,0.145350695
BMG4453K1027,2014,-0.148019657,0.3570261,0.397860199,0.187639758
BMG4453K1027,2015,-0.148019657,0.3570261,-0.166358665,0.223394021
BMG4453K1027,2016,-0.148019657,0.3570261,0.016754828,0.182460651
BMG4477C1029,2010,0.264854729,1.049380422,0.901091337,1.247744799
BMG4477C1029,2011,0.264854729,1.049380422,0.575099289,0.418629944
BMG4477C1029,2012,0.264854729,1.049380422,-0.225878641,0.443993956
BMG4477C1029,2013,0.264854729,1.049380422,-0.195186004,0.592051685
BMG4477C1029,2014,0.264854729,1.049380422,0.307874382,0.473152936
BMG4477C1029,2015,0.264854729,1.049380422,0.082382411,0.537330747
BMG4477C1029,2016,0.264854729,1.049380422,0.750812054,0.487361789
BMG475671050,2010,0.247803479,0.334842116,0.318843842,0.166753516
BMG475671050,2011,0.247803479,0.334842116,-0.288665026,0.167211086
BMG475671050,2012,0.247803479,0.334842116,-0.028619144,0.240235269
BMG475671050,2013,0.247803479,0.334842116,0.108201265,0.222520784
BMG475671050,2014,0.247803479,0.334842116,0.91571492,0.190495521
BMG475671050,2015,0.247803479,0.334842116,0.374622881,0.196526513
BMG475671050,2016,0.247803479,0.334842116,0.295889616,0.236202419
BMG491232200,2010,0.489807457,2.078357697,0.067547083,0.45749554
BMG491232200,2011,0.489807457,2.078357697,-0.247784764,0.498362392
BMG491232200,2012,0.489807457,2.078357697,0.174443856,0.769796014
BMG491232200,2013,0.489807457,2.078357697,0.056602675,0.835939705
BMG491232200,2014,0.489807457,2.078357697,0.488453776,0.73632443
BMG491232200,2015,0.489807457,2.078357697,1.395428061,0.803971589
BMG491232200,2016,0.489807457,2.078357697,0.107331641,0.702015996
BMG491BT1088,2010,-0.145521,0.284311146,0.523095906,0.26456669
BMG491BT1088,2011,-0.145521,0.284311146,0.533132374,0.212989032
BMG491BT1088,2012,-0.145521,0.284311146,0.100062363,0.178025872
BMG491BT1088,2013,-0.145521,0.284311146,0.018629489,0.21191147
BMG491BT1088,2014,-0.145521,0.284311146,0.359570205,0.163594663
BMG491BT1088,2015,-0.145521,0.284311146,0.34800607,0.153921992
BMG491BT1088,2016,-0.145521,0.284311146,-0.179019079,0.197719157
BMG5005R1079,2015,-2.483155012,0.7014184,-0.119356811,0.229213208
BMG5005R1079,2016,-2.483155012,0.7014184,-0.165004089,0.261509061
BMG540501027,2010,0.045356099,0.32175231,0.600679338,0.289900392
BMG540501027,2011,0.045356099,0.32175231,0.708982289,0.26288116
BMG540501027,2012,0.045356099,0.32175231,0.325192571,0.25443244
BMG540501027,2013,0.045356099,0.32175231,0.370465726,0.271380693
BMG540501027,2014,0.045356099,0.32175231,0.333936125,0.228841379
BMG540501027,2015,0.045356099,0.32175231,0.888779759,0.272054464
BMG540501027,2016,0.045356099,0.32175231,0.467700869,0.303032428
BMG5485F1692,2010,0.605636001,0.628187954,-0.134497672,0.321711242
BMG5485F1692,2011,0.605636001,0.628187954,0.149818301,0.41000402
BMG5485F1692,2012,0.605636001,0.628187954,0.60866946,0.341582239
BMG5485F1692,2013,0.605636001,0.628187954,-0.422471285,0.337479889
BMG5485F1692,2014,0.605636001,0.628187954,0.175103471,0.25841856
BMG5485F1692,2015,0.605636001,0.628187954,0.751193881,0.302867234
BMG5485F1692,2016,0.605636001,0.628187954,-0.382430226,0.302906841
BMG5753U1128,2010,-0.526200294,0.43158704,0.436892301,0.215424895
BMG5753U1128,2011,-0.526200294,0.43158704,0.253451377,0.238857627
BMG5753U1128,2012,-0.526200294,0.43158704,-0.303581327,0.271354675
BMG5753U1128,2013,-0.526200294,0.43158704,0.239163592,0.272531986
BMG5753U1128,2014,-0.526200294,0.43158704,0.150357366,0.276114196
BMG5753U1128,2015,-0.526200294,0.43158704,-0.04779312,0.240917429
BMG5753U1128,2016,-0.526200294,0.43158704,-0.468237549,0.292047054
BMG5754W1091,2010,-0.281479001,0.638290048,-0.386444896,0.500099659
BMG5754W1091,2011,-0.281479001,0.638290048,0.069749221,0.492888778
BMG5754W1091,2012,-0.281479001,0.638290048,-0.548759818,0.442933798
BMG5754W1091,2013,-0.281479001,0.638290048,-0.70764643,0.327994913
BMG5754W1091,2014,-0.281479001,0.638290048,-0.538588881,0.406540006
BMG5754W1091,2015,-0.281479001,0.638290048,0.178988472,0.36198625
BMG5754W1091,2016,-0.281479001,0.638290048,0.527650595,0.244915128
BMG5800U1071,2010,0.909797132,0.864508808,0.579886556,0.499275088
BMG5800U1071,2011,0.909797132,0.864508808,-0.493889213,0.488811642
BMG5800U1071,2012,0.909797132,0.864508808,-0.821899533,0.611502826
BMG5800U1071,2013,0.909797132,0.864508808,-0.505136073,0.463752121
BMG5800U1071,2014,0.909797132,0.864508808,-0.201817423,0.381288022
BMG5800U1071,2015,0.909797132,0.864508808,0.878280699,0.388960272
BMG5800U1071,2016,0.909797132,0.864508808,0.464047611,0.335330456
BMG5888V1265,2010,0.599103391,0.67093724,-0.75014621,0.447812378
BMG5888V1265,2011,0.599103391,0.67093724,0.133132279,0.385812283
BMG5888V1265,2012,0.599103391,0.67093724,0.595700026,0.402244598
BMG5888V1265,2013,0.599103391,0.67093724,-0.941950023,0.465809792
BMG5888V1265,2014,0.599103391,0.67093724,-0.114217885,0.51865989
BMG5888V1265,2015,0.599103391,0.67093724,-0.008346191,0.458774596
BMG5888V1265,2016,0.599103391,0.67093724,0.006974944,0.300336331
BMG5996M1091,2010,0.491536528,0.674117208,-0.139964566,0.444305688
BMG5996M1091,2011,0.491536528,0.674117208,-0.1352292,0.310796738
BMG5996M1091,2012,0.491536528,0.674117208,0.001066265,0.288539231
BMG5996M1091,2013,0.491536528,0.674117208,0.47616899,0.487860918
BMG5996M1091,2014,0.491536528,0.674117208,0.158022419,0.416094571
BMG5996M1091,2015,0.491536528,0.674117208,0.440598369,0.321201861
BMG5996M1091,2016,0.491536528,0.674117208,-0.054368388,0.238771886
BMG621851069,2010,-0.872216463,0.380310953,-0.087020651,0.181081578
BMG621851069,2011,-0.872216463,0.380310953,-0.158298865,0.233395889
BMG621851069,2012,-0.872216463,0.380310953,-0.327409446,0.218047813
BMG621851069,2013,-0.872216463,0.380310953,0.352978468,0.165625408
BMG621851069,2014,-0.872216463,0.380310953,0.106900357,0.187904939
BMG621851069,2015,-0.872216463,0.380310953,0.225464612,0.208057567
BMG6331W1091,2015,-0.846328616,0.552604556,-1.059880257,1.377313137
BMG6331W1091,2016,-0.846328616,0.552604556,-0.083175778,0.33709994
BMG6359F1032,2010,2.437046766,0.590509892,1.702105641,0.30693835
BMG6359F1032,2011,2.437046766,0.590509892,2.66344285,0.275413245
BMG6359F1032,2012,2.437046766,0.590509892,1.807298303,0.375753403
BMG6359F1032,2013,2.437046766,0.590509892,1.277212381,0.332612634
BMG6359F1032,2014,2.437046766,0.590509892,3.260306358,0.335799813
BMG6359F1032,2015,2.437046766,0.590509892,1.449885249,0.414351881
BMG6359F1032,2016,2.437046766,0.590509892,3.891344786,0.421595246
BMG657721087,2014,2.490633249,1.004786372,1.141855478,0.569071531
BMG657721087,2015,2.490633249,1.004786372,1.627225518,0.398377508
BMG657721087,2016,2.490633249,1.004786372,2.696501255,0.545210361
BMG657731060,2010,-0.659090877,0.543376505,0.604812026,0.177227527
BMG657731060,2011,-0.659090877,0.543376505,0.484603524,0.257890642
BMG657731060,2012,-0.659090877,0.543376505,-0.317108929,0.352451324
BMG657731060,2013,-0.659090877,0.543376505,1.900291324,0.46354118
BMG657731060,2014,-0.659090877,0.543376505,1.610566974,0.411171466
BMG657731060,2015,-0.659090877,0.543376505,1.102971196,0.349860966
BMG657731060,2016,-0.659090877,0.543376505,1.534434557,0.375360936
BMG667211046,2013,-1.549299955,0.73158586,0.436329752,0.317879677
BMG667211046,2014,-1.549299955,0.73158586,0.17691645,0.245958477
BMG667211046,2015,-1.549299955,0.73158586,-0.272517115,0.244416937
BMG667211046,2016,-1.549299955,0.73158586,-0.252633929,0.379252613
BMG677421098,2010,0.458870769,0.31382814,0.113447368,0.308421314
BMG677421098,2011,0.458870769,0.31382814,0.392159492,0.237098411
BMG677421098,2012,0.458870769,0.31382814,-0.273594677,0.224582344
BMG677421098,2013,0.458870769,0.31382814,0.094791986,0.234233424
BMG677421098,2014,0.458870769,0.31382814,0.188343093,0.201157227
BMG677421098,2015,0.458870769,0.31382814,0.152827993,0.226330206
BMG677421098,2016,0.458870769,0.31382814,0.12014991,0.209653452
BMG687481215,2010,-1.502265573,1.550580621,-0.603819788,0.690116763
BMG687481215,2011,-1.502265573,1.550580621,0.056012325,0.263850182
BMG687481215,2012,-1.502265573,1.550580621,0.013172468,0.255166084
BMG687481215,2013,-1.502265573,1.550580621,0.552099049,0.382874012
BMG687481215,2014,-1.502265573,1.550580621,0.103275597,0.667165577
BMG687481215,2015,-1.502265573,1.550580621,1.365466714,0.634381413
BMG687481215,2016,-1.502265573,1.550580621,0.501483083,0.551669478
BMG6891L1054,2014,-1.345257282,1.294311762,-0.347446799,0.436482102
BMG6891L1054,2015,-1.345257282,1.294311762,-0.305435896,0.590156674
BMG6891L1054,2016,-1.345257282,1.294311762,0.424545258,0.644944787
BMG6963R1051,2010,-0.241358235,1.078467131,-0.130306497,0.487200052
BMG6963R1051,2011,-0.241358235,1.078467131,-0.11747276,0.408788562
BMG6963R1051,2012,-0.241358235,1.078467131,-0.425524145,0.491770178
BMG6963R1051,2013,-0.241358235,1.078467131,0.353752196,0.500823081
BMG6963R1051,2014,-0.241358235,1.078467131,-0.681247413,0.449875593
BMG6963R1051,2015,-0.241358235,1.078467131,0.26685077,0.591364563
BMG6963R1051,2016,-0.241358235,1.078467131,-0.192000344,0.447281927
BMG6977B1046,2010,-0.013985364,0.498583168,-0.016159413,0.052954201
BMG6977B1046,2011,-0.013985364,0.498583168,-0.151375204,0.128675863
BMG6977B1046,2012,-0.013985364,0.498583168,-0.157100707,0.190385804
BMG6977B1046,2013,-0.013985364,0.498583168,0.121120609,0.209614575
BMG6977B1046,2014,-0.013985364,0.498583168,-0.363016695,0.218208209
BMG6977B1046,2015,-0.013985364,0.498583168,0.404529721,0.466594398
BMG6977B1046,2016,-0.013985364,0.498583168,-0.263440192,0.392152727
BMG712312062,2010,0.074639767,2.665232182,-0.042863961,0.204047754
BMG712312062,2011,0.074639767,2.665232182,0.057783648,0.109809637
BMG712312062,2012,0.074639767,2.665232182,0.62139076,0.765809238
BMG712312062,2013,0.074639767,2.665232182,-0.937061191,0.676840961
BMG712312062,2014,0.074639767,2.665232182,-0.367340893,0.682257295
BMG712312062,2015,0.074639767,2.665232182,0.381302536,0.478891581
BMG712312062,2016,0.074639767,2.665232182,0.235433698,0.230446234
BMG7127P1005,2010,-0.194492027,0.331663668,0.242559582,0.155783191
BMG7127P1005,2011,-0.194492027,0.331663668,0.094166428,0.239668816
BMG7127P1005,2012,-0.194492027,0.331663668,-0.08773116,0.184577748
BMG7127P1005,2013,-0.194492027,0.331663668,0.356517166,0.146453604
BMG7127P1005,2014,-0.194492027,0.331663668,0.130806342,0.15505828
BMG7127P1005,2015,-0.194492027,0.331663668,0.28028512,0.255843878
BMG7130P2206,2010,-0.122220702,0.512164295,0.233291194,0.292621255
BMG7130P2206,2011,-0.122220702,0.512164295,-0.473192453,0.281492889
BMG7130P2206,2012,-0.122220702,0.512164295,-0.245843604,0.263161242
BMG7130P2206,2013,-0.122220702,0.512164295,0.550828755,0.376386553
BMG7130P2206,2014,-0.122220702,0.512164295,-0.463956058,0.292907357
BMG7130P2206,2015,-0.122220702,0.512164295,0.333448887,0.228604779
BMG7130P2206,2016,-0.122220702,0.512164295,-0.323663175,0.220249459
BMG7147S1008,2010,-1.75992167,1.055038691,0.69538337,0.547892392
BMG7147S1008,2011,-1.75992167,1.055038691,-0.649836183,0.468939036
BMG7147S1008,2012,-1.75992167,1.055038691,0.608595312,0.480971992
BMG7147S1008,2013,-1.75992167,1.055038691,0.552368641,0.608923793
BMG7147S1008,2014,-1.75992167,1.055038691,-0.650587618,0.538526118
BMG7147S1008,2015,-1.75992167,1.055038691,0.175586,0.402801186
BMG7147S1008,2016,-1.75992167,1.055038691,0.124982521,0.364507496
BMG7496G1033,2010,0.038595103,0.196621254,0.365010917,0.15442057
BMG7496G1033,2011,0.038595103,0.196621254,0.33537823,0.17828308
BMG7496G1033,2012,0.038595103,0.196621254,-0.115014866,0.162073538
BMG7496G1033,2013,0.038595103,0.196621254,0.231694922,0.154265955
BMG7496G1033,2014,0.038595103,0.196621254,0.267426282,0.160903484
BMG7496G1033,2015,0.038595103,0.196621254,0.178757697,0.119106591
BMG7496G1033,2016,0.038595103,0.196621254,-0.223217785,0.13967371
BMG7567C1064,2010,0.269132882,1.424584746,0.204478741,0.519930005
BMG7567C1064,2011,0.269132882,1.424584746,-0.396993756,0.424525857
BMG7567C1064,2012,0.269132882,1.424584746,0.525203586,0.497709483
BMG7567C1064,2013,0.269132882,1.424584746,0.262424409,0.42940408
BMG7567C1064,2014,0.269132882,1.424584746,-0.147857219,0.562933683
